-2.175829444277280800e+01 -4.298867154416782690e-04
-2.136559536107404256e+01 -1.061123797571407110e-03
-2.097289627937539080e+01 -1.902015554119680001e-03
-2.058019719767662536e+01 -1.607732094227802598e-03
-2.018749811597785992e+01 -1.945673391941726664e-03
-1.979479903427920817e+01 -2.897880370916572877e-03
-1.940209995258044273e+01 -3.290417857221470798e-03
-1.900940087088167729e+01 -3.904732959218718946e-03
-1.861670178918302554e+01 -4.484408549331427192e-03
-1.822400270748426010e+01 -5.082864416747097207e-03
-1.783130362578549466e+01 -5.900139122791126650e-03
-1.743860454408684291e+01 -6.976374063908348695e-03
-1.704590546238807747e+01 -7.541911958027698072e-03
-1.665320638068942571e+01 -8.217329341208681748e-03
-1.626050729899066027e+01 -9.568595044319226292e-03
-1.586780821729189483e+01 -1.030565660641120582e-02
-1.547510913559324308e+01 -1.130775472009217138e-02
-1.508241005389447764e+01 -1.255690776692112293e-02
-1.468971097219571220e+01 -1.363496491374216642e-02
-1.429701189049706045e+01 -1.478962244780213965e-02
-1.390431280879829501e+01 -1.596587220238740099e-02
-1.351161372709952957e+01 -1.761369911061040280e-02
-1.311891464540087782e+01 -1.915520218997915358e-02
-1.272621556370211238e+01 -2.020246568298007458e-02
-1.233351648200346062e+01 -2.162322035948844104e-02
-1.194081740030469518e+01 -2.356788633048898310e-02
-1.154811831860592974e+01 -2.495146989183996689e-02
-1.115541923690727799e+01 -2.667610435489623302e-02
-1.076272015520851255e+01 -2.874250282982695331e-02
-1.037002107350974711e+01 -2.988618946619768513e-02
-9.977321991811095359e+00 -3.156698960118948377e-02
-9.584622910112329919e+00 -3.400654949205781513e-02
-9.191923828413564479e+00 -3.586482965838747039e-02
-8.799224746714912726e+00 -3.721283030807935599e-02
-8.406525665016147286e+00 -3.887832686282943762e-02
-8.013826583317495533e+00 -4.077652615255426133e-02
-7.621127501618730093e+00 -4.246605387382545310e-02
-7.228428419919964654e+00 -4.351244098029450474e-02
-6.835729338221312901e+00 -4.448793851257248216e-02
-6.443030256522547461e+00 -4.556496888440302040e-02
-6.050331174823782021e+00 -4.547251287690837196e-02
-5.657632093125130268e+00 -4.520806081832504791e-02
-5.264933011426364828e+00 -4.413399575656695717e-02
-4.872233929727599389e+00 -4.164167321296097929e-02
-4.479534848028947636e+00 -3.867657998753102483e-02
-4.086835766330182196e+00 -3.363823108899964553e-02
-3.694136684631530443e+00 -2.659744787414991193e-02
-3.301437602932765003e+00 -1.740379797811318283e-02
-2.908738521233999563e+00 -4.991707638209274232e-03
-2.516039439535347810e+00 1.256782890851230669e-02
-2.123340357836582371e+00 3.466075771269436223e-02
-1.730641276137816931e+00 6.222028448266866268e-02
-1.337942194439165178e+00 1.003643701850614189e-01
-9.452431127403997380e-01 1.541591516906629100e-01
-5.525440310416342982e-01 2.250408432179418772e-01
-1.598449493429825452e-01 3.217094859507545479e-01
2.328541323557828946e-01 4.667722705405437100e-01
6.255532140544346476e-01 6.261117776306480698e-01
1.018252295753200087e+00 5.944571537005953754e-01
1.410951377451965527e+00 2.903595611462354009e-01
1.803650459150617280e+00 -3.936879657948365828e-03
2.196349540849382720e+00 -1.189483888548424212e-01
2.589048622548148160e+00 -1.409576090826111794e-01
2.981747704246799913e+00 -1.396999318448248484e-01
3.374446785945565352e+00 -1.306855379209146961e-01
3.767145867644330792e+00 -1.166686799252311252e-01
4.159844949342982545e+00 -1.027451072898401679e-01
4.552544031041747985e+00 -9.232918147934753017e-02
4.945243112740399738e+00 -8.375990486558938797e-02
5.337942194439165178e+00 -7.444959140971633971e-02
5.730641276137930618e+00 -6.652831949940313239e-02
6.123340357836582371e+00 -6.041574437691693555e-02
6.516039439535347810e+00 -5.517018688092579365e-02
6.908738521234113250e+00 -4.962645148107532045e-02
7.301437602932765003e+00 -4.476323976983643399e-02
7.694136684631530443e+00 -4.097324693143172825e-02
8.086835766330295883e+00 -3.720738480567541140e-02
8.479534848028947636e+00 -3.362175003525148115e-02
8.872233929727713075e+00 -3.080451339921704002e-02
9.264933011426364828e+00 -2.854737970964896579e-02
9.657632093125130268e+00 -2.553962972518463229e-02
1.005033117482389571e+01 -2.326063175598967747e-02
1.044303025652254746e+01 -2.150637593801727962e-02
1.083572933822131290e+01 -1.937301849680971716e-02
1.122842841992007834e+01 -1.793367440033405424e-02
1.162112750161873009e+01 -1.620321530072726945e-02
1.201382658331749553e+01 -1.458280265261242305e-02
1.240652566501626097e+01 -1.344506142021730487e-02
1.279922474671491273e+01 -1.236636641899873344e-02
1.319192382841367817e+01 -1.109660871036939091e-02
1.358462291011232992e+01 -9.682047876141776366e-03
1.397732199181109536e+01 -8.775725991701037107e-03
1.437002107350986080e+01 -8.449840467351825771e-03
1.476272015520851255e+01 -7.470787866471829616e-03
1.515541923690727799e+01 -6.159569920525141511e-03
1.554811831860604343e+01 -5.810599538846335232e-03
1.594081740030469518e+01 -5.145931159992458807e-03
1.633351648200346062e+01 -4.254557786138983728e-03
1.672621556370222606e+01 -4.096514154982769558e-03
1.711891464540087782e+01 -3.484206568910835650e-03
1.751161372709964326e+01 -2.549442780676826423e-03
1.790431280879829501e+01 -2.222827470423992865e-03
1.829701189049706045e+01 -2.149760215114375223e-03
1.868971097219582589e+01 -1.650868531002052221e-03
1.908241005389447764e+01 -1.211006590864624737e-03
1.947510913559324308e+01 -8.145852047306764709e-04
1.986780821729200852e+01 -7.136518777966393461e-04
2.026050729899066027e+01 -4.095404705323631394e-04
2.065320638068942571e+01 9.415236685263534886e-05
2.104590546238819115e+01 -1.201272369742154619e-04
2.143860454408684291e+01 2.536130663047134822e-04
2.183130362578560835e+01 7.513895914800409288e-04
